high,medium,low,listing_id
0.0856611281633,0.439243912697,0.475094944239,7142618
0.0181953944266,0.0411172471941,0.940687358379,7210040
0.00777606246993,0.270431995392,0.721791923046,7103890
0.0817644000053,0.419991195202,0.498244464397,7143442
0.0314011126757,0.220029935241,0.748568952084,6860601
0.00115074054338,0.0293963588774,0.969452917576,6840081
0.0180801637471,0.22628942132,0.755630433559,6922337
0.0726947560906,0.502717018127,0.424588233232,6913616
0.0397254526615,0.357539147139,0.6027354002,6937820
0.0618337839842,0.481627196074,0.456539005041,6893933
0.00394512852654,0.0167649500072,0.979289889336,6832604
0.0157579574734,0.102414436638,0.88182759285,6915282
0.0824667289853,0.502751111984,0.414782166481,7127565
0.00649343011901,0.0736705437303,0.919835984707,6827899
0.000138286166475,0.00276683131233,0.997094869614,6934855
0.0130988005549,0.197721078992,0.789180159569,6861826
0.0298242215067,0.231853336096,0.738322377205,6871643
0.0018787389854,0.0325529612601,0.965568244457,6842542
0.00818941555917,0.0996582582593,0.892152369022,6934145
0.0669828727841,0.437707513571,0.495309591293,6829365
0.0227850228548,0.274728089571,0.702486872673,7167858
0.0020057184156,0.0186548605561,0.979339420795,6859483
0.00964312255383,0.0727488845587,0.917607963085,6861377
0.0720648616552,0.28904491663,0.638890206814,6848960
0.000755845452659,0.0159548502415,0.983289301395,6918850
0.224286898971,0.575041949749,0.200671121478,6916867
0.0208062250167,0.257273256779,0.721920490265,6895840
0.261295646429,0.235272541642,0.503431797028,6813539
0.462088376284,0.307902753353,0.230008885264,7116900
0.00256428285502,0.00783971510828,0.98959594965,6890328
0.224432453513,0.104128330946,0.671439170837,6879406
0.0697167441249,0.377093523741,0.553189754486,6824924
0.00235986104235,0.00736406305805,0.990276098251,6911302
0.0446709319949,0.521357238293,0.433971792459,6918742
0.00982179306448,0.185497552156,0.80468070507,6910586
0.0253773517907,0.171185076237,0.803437530994,6821750
0.176384940743,0.543619573116,0.279995441437,6860647
0.0548626296222,0.473098605871,0.472038775682,6932873
0.00494021736085,0.0923587456346,0.902700960636,6846053
0.129092350602,0.308126956224,0.562780737877,6940365
0.0155051490292,0.307521551847,0.676973342896,6931867
0.0175284240395,0.0518799424171,0.930591642857,6876383
0.0312456451356,0.264588296413,0.704166054726,6910980
0.0163562726229,0.0318500362337,0.951793670654,6880877
0.381208717823,0.491605699062,0.127185612917,6839552
0.0414027646184,0.0909886732697,0.867608547211,6838051
0.604488730431,0.254708468914,0.140802800655,6928201
0.0385925173759,0.505402207375,0.456005305052,6945608
0.00985139701515,0.0618703700602,0.928278207779,6816147
0.0115893445909,0.198307171464,0.790103495121,6868129
0.0112957712263,0.124635785818,0.864068448544,6849448
0.46830996871,0.441989302635,0.0897007063031,7113677
0.00868095550686,0.174003064632,0.817315995693,6930856
0.19472579658,0.416055619717,0.389218628407,6889594
0.00634367391467,0.0566418506205,0.937014460564,6842682
0.331897258759,0.591905593872,0.0761971697211,6880366
0.00123977917247,0.00488735223189,0.993872880936,6835063
0.5038651824,0.322730273008,0.173404529691,6820479
0.00804249383509,0.19531570375,0.79664182663,6882057
0.0460099428892,0.607285261154,0.346704810858,6834440
9.12853065529e-05,0.00115477514919,0.998753905296,6880846
0.000570881005842,0.0125109497458,0.986918151379,6847248
0.00128818640951,0.0391996391118,0.959512174129,6868368
0.00148345821071,0.0241528786719,0.974363684654,6943505
0.000913930125535,0.0042709717527,0.994815051556,7174304
0.0350937172771,0.217656970024,0.747249305248,6880747
0.0627344399691,0.356940090656,0.580325484276,6933565
0.000178752656211,0.00159961997997,0.998221576214,6888511
0.117131084204,0.595675349236,0.287193536758,6942704
0.0296412017196,0.225731238723,0.744627594948,6840304
0.00925235264003,0.10495043546,0.885797262192,6856860
0.000163002201589,0.00185138836969,0.997985601425,6884921
0.00396028812975,0.0704194456339,0.925620317459,6937417
0.000716080015991,0.00776718510315,0.991516709328,6831129
0.0450754910707,0.361890882254,0.593033611774,6936660
0.0115924077109,0.102941378951,0.885466277599,6940667
0.0013735628454,0.0149764930829,0.983649969101,7201307
0.00742493756115,0.112428858876,0.880146145821,6825434
0.00111748452764,0.00293061858974,0.995951890945,6848114
0.87218940258,0.0976965129375,0.0301140807569,6947758
0.0168655142188,0.0875973701477,0.895537078381,6897002
0.000721848104149,0.0224830787629,0.976795136929,6926661
0.0495034568012,0.428656727076,0.521839797497,6867411
0.0200355760753,0.175836592913,0.80412787199,6910154
0.0232988111675,0.236634075642,0.740067124367,7157900
0.0234937928617,0.29338490963,0.683121323586,6922324
0.00434635579586,0.0993826985359,0.896270990372,6863068
0.00107095483691,0.00955791957676,0.989371180534,6912109
0.186173021793,0.482044190168,0.331782728434,6918609
0.197724103928,0.489492833614,0.312783062458,6889300
0.06142135337,0.415971487761,0.522607147694,6837794
0.302213937044,0.500350236893,0.197435796261,6943098
0.0612061992288,0.434147328138,0.504646480083,6927601
0.000453833927168,0.00704775098711,0.992498457432,6897826
0.00166691234335,0.0240629930049,0.974270105362,6882892
0.392222642899,0.424450129271,0.183327257633,6873384
0.000965199084021,0.00373093015514,0.995303869247,6934693
0.0163996536285,0.336000144482,0.64760017395,7224450
0.000381651043426,0.00304684718139,0.996571540833,6898157
0.000907771463972,0.016728380695,0.982363820076,6837355
0.0828398540616,0.35080987215,0.566350281239,6830595
0.176125094295,0.565365374088,0.258509546518,6943561
0.339832305908,0.497773230076,0.162394419312,6844380
0.00655100913718,0.0818946063519,0.911554336548,6814286
0.173356875777,0.535347521305,0.291295588017,6898520
0.28351905942,0.508936822414,0.207544118166,6940979
0.00577490776777,0.00650392845273,0.987721145153,6851090
0.00676092179492,0.124271355569,0.86896777153,7107169
0.0278686676174,0.189644888043,0.782486498356,6830287
0.0374777838588,0.306630432606,0.655891776085,6933575
0.354495793581,0.511213839054,0.134290367365,6938972
0.000515422318131,0.00500516034663,0.994479417801,6888315
0.0105369677767,0.18223027885,0.807232797146,6855106
0.20067974925,0.470716416836,0.328603833914,6838237
0.0383551567793,0.203223571181,0.758421301842,6901024
0.00187710975297,0.0429135560989,0.955209314823,6846627
7.61401242926e-05,0.00226352689788,0.997660279274,7219857
0.00951777398586,0.0793307200074,0.911151468754,6852685
0.0432005226612,0.492411613464,0.464387923479,6831610
0.00526055693626,0.0641671419144,0.930572330952,6943538
0.00237468094565,0.0129751814529,0.984650194645,6911637
0.00459981616586,0.0510840415955,0.944316148758,6854543
0.402777314186,0.446622908115,0.150599807501,6940451
0.23860271275,0.423628300428,0.337769001722,6819530
0.00282376119867,0.183408945799,0.813767313957,7093396
0.00883600115776,0.0837717205286,0.907392323017,6840326
0.0070210932754,0.0521186441183,0.940860331059,6834204
0.157810762525,0.414240300655,0.427948951721,6902518
0.0449115559459,0.280777752399,0.674310684204,6930253
0.000392268761061,0.00588255282491,0.993725240231,6828293
0.67849701643,0.242714911699,0.0787880644202,7203744
0.233804315329,0.298675447702,0.467520236969,6816478
0.0558219067752,0.30367231369,0.64050579071,6868890
0.082643777132,0.580889165401,0.336466997862,6879338
0.0301846899092,0.390910923481,0.578904390335,6898532
0.00584546197206,0.0568594969809,0.937295079231,6899965
0.000140338786878,0.00177535612602,0.998084306717,7133875
0.0317452885211,0.301200091839,0.667054593563,6822218
0.392892330885,0.331408381462,0.275699257851,6814018
0.186690360308,0.548765420914,0.264544218779,6896376
0.0963816866279,0.564783215523,0.338835060596,6918670
0.00181580183562,0.0312791205943,0.96690505743,6867839
0.00089698395459,0.017057556659,0.982045471668,6823554
0.00101720378734,0.00561766140163,0.993365108967,6934798
0.083292812109,0.573220491409,0.343486726284,6820823
0.00416890345514,0.0459894910455,0.949841618538,6880212
0.000385909515899,0.00400656461716,0.995607554913,6934814
0.00117917475291,0.00577027024701,0.993050575256,7254134
0.30928555131,0.50780415535,0.182910248637,6938303
0.0297592356801,0.318534225225,0.651706576347,6813807
0.00526038138196,0.0116202896461,0.983119308949,6878604
0.000160262585268,0.000861545500811,0.998978257179,6876763
0.000489932019264,0.010560146533,0.9889498353,6844352
