high,medium,low,listing_id
0.0874069407582,0.457760214806,0.454832851887,7142618
0.01,0.01,0.98,7210040
0.00225340644829,0.163794457912,0.833952128887,7103890
0.0585474260151,0.477651745081,0.463800758123,7143442
0.0440112762153,0.235012158751,0.720976531506,6860601
0.00047173112398,0.00864679180086,0.990881443024,6840081
0.018127432093,0.232092633843,0.749779939651,6922337
0.0569814071059,0.523856818676,0.41916179657,6913616
0.0392298698425,0.307914048433,0.652856111526,6937820
0.0496271252632,0.478584170341,0.471788644791,6893933
0.0024472263176,0.0132199507207,0.984332799911,6832604
0.0139821013436,0.0511035956442,0.934914290905,6915282
0.0698560103774,0.524949371815,0.405194580555,7127565
0.00539160147309,0.0711926668882,0.923415780067,6827899
9.19150261325e-05,0.00234250701033,0.997565627098,6934855
0.011065363884,0.218976676464,0.769957959652,6861826
0.0222420282662,0.275229692459,0.702528297901,6871643
0.00156811240595,0.0230307579041,0.975401163101,6842542
0.00696973130107,0.0728909522295,0.920139253139,6934145
0.0777677670121,0.447368770838,0.474863499403,6829365
0.0182910058647,0.286038339138,0.69567066431,7167858
0.00158653128892,0.0111680077389,0.987245500088,6859483
0.00831884983927,0.0512920431793,0.940389156342,6861377
0.0473698377609,0.22694247961,0.725687682629,6848960
0.000449827377452,0.0135815581307,0.985968589783,6918850
0.232059583068,0.572484314442,0.195456117392,6916867
0.025574779138,0.246607080102,0.727818131447,6895840
0.250957399607,0.226313486695,0.522729098797,6813539
0.412868469954,0.389872401953,0.197259157896,7116900
0.00160324468743,0.00485935295001,0.99353736639,6890328
0.172279939055,0.0853271782398,0.742392897606,6879406
0.0393008515239,0.369584590197,0.591114521027,6824924
0.00136948982254,0.00350898806937,0.995121538639,6911302
0.0567485839128,0.567231833935,0.376019567251,6918742
0.00942877400666,0.190139055252,0.8004322052,6910586
0.0149693889543,0.167652875185,0.817377746105,6821750
0.168459445238,0.575619697571,0.255920886993,6860647
0.0324741341174,0.544282495975,0.42324334383,6932873
0.00343417818658,0.0866802856326,0.909885585308,6846053
0.142155557871,0.334139168262,0.523705303669,6940365
0.0127752991393,0.218919172883,0.768305540085,6931867
0.0122566344216,0.0390944443643,0.948648869991,6876383
0.0228570085019,0.239199534059,0.737943410873,6910980
0.0127931721509,0.0342222675681,0.952984511852,6880877
0.309036493301,0.555719912052,0.135243579745,6839552
0.0439953841269,0.0597273036838,0.896277308464,6838051
0.646111547947,0.230679824948,0.123208612204,6928201
0.0407631732523,0.478057295084,0.481179475784,6945608
0.0064905253239,0.0257740281522,0.967735469341,6816147
0.0172661896795,0.178369224072,0.804364562035,6868129
0.00935469847172,0.128587812185,0.862057447433,6849448
0.505842089653,0.432244986296,0.0619129091501,7113677
0.00727003114298,0.140278533101,0.852451443672,6930856
0.244954645634,0.398737072945,0.356308341026,6889594
0.00302530592307,0.0402133688331,0.956761360168,6842682
0.278208047152,0.65109539032,0.0706965625286,6880366
0.000722362252418,0.00176389433909,0.997513771057,6835063
0.473058700562,0.333549946547,0.193391367793,6820479
0.00242908671498,0.126625165343,0.870945751667,6882057
0.0414150580764,0.653955757618,0.304629206657,6834440
5.04602430738e-05,0.000620278995484,0.999329328537,6880846
0.000594952900428,0.0121121034026,0.98729300499,6847248
0.000669411325362,0.021551232785,0.977779388428,6868368
0.000956172880251,0.0245200973004,0.97452378273,6943505
0.000713266665116,0.0033108969219,0.995975792408,7174304
0.0328071415424,0.227116957307,0.74007588625,6880747
0.0494171082973,0.329179137945,0.621403753757,6933565
0.000137477458338,0.00122418801766,0.99863833189,6888511
0.108398430049,0.607932984829,0.283668577671,6942704
0.0352062992752,0.191150337458,0.773643374443,6840304
0.00602971855551,0.106224186718,0.887746036053,6856860
